type	width	height
2	5	8
2	3	7
2	2	8
2	3	7
2	4	10
1	7	4
2	4	8
2	5	10
2	2	8
2	2	8
2	3	7
2	2	10
2	3	8
2	3	10
2	1	9
2	3	8
2	4	9
2	3	8
2	3	6
4	4	2
4	1	1
2	5	9
4	1	1
4	4	2
2	5	7
3	6	8
2	3	10
2	5	10
2	1	9
2	4	10
3	10	6
2	2	7
2	5	7
2	1	8
2	4	7
2	2	10
2	5	10
3	5	5
2	4	10
2	5	9
2	2	8
2	1	6
4	5	4
4	3	5
2	4	6
2	1	7
2	4	9
2	2	7
2	5	7
2	4	10
2	4	9
2	5	8
3	5	10
2	3	7
3	6	10
3	9	9
3	5	5
2	3	8
2	3	9
2	3	9
2	2	10
3	9	10
2	3	9
2	1	10
2	3	9
2	2	6
4	2	2
3	6	5
2	4	9
2	3	8
2	5	10
2	5	7
2	2	10
1	9	3
2	4	8
2	2	7
3	7	10
2	5	9
2	5	10
2	3	7
