type	width	height
2	3	7
2	1	7
2	4	7
1	9	1
2	1	7
2	4	7
3	5	7
2	3	9
2	1	6
3	8	10
3	7	5
3	9	10
2	5	7
2	1	9
2	5	7
3	6	9
4	3	2
2	4	8
2	3	8
1	8	3
2	3	9
3	6	6
2	3	9
4	3	3
2	5	10
2	2	9
3	10	8
1	8	3
4	3	4
2	5	9
2	3	9
2	5	9
2	5	7
1	9	4
2	3	7
2	2	6
3	9	7
2	5	8
2	5	9
2	3	9
3	5	9
2	1	8
2	5	8
2	1	6
2	4	10
4	4	1
2	3	9
3	5	6
2	2	8
4	5	2
2	2	9
2	1	10
2	5	8
2	2	10
2	4	9
2	4	9
2	5	8
2	2	10
2	4	7
2	5	10
2	1	6
2	5	10
2	5	10
2	3	8
2	2	8
2	4	7
2	3	7
2	3	8
2	2	9
2	3	7
2	3	10
2	2	7
4	2	5
2	5	9
2	4	10
2	2	8
1	9	4
2	2	9
2	1	7
2	5	10
