type	width	height
2	2	10
2	4	6
2	1	10
1	9	4
2	1	7
2	1	10
2	4	9
3	10	8
2	2	7
2	4	9
2	2	10
1	9	4
4	3	4
4	2	4
2	3	7
2	2	10
2	1	10
2	4	8
2	4	7
2	1	10
4	5	3
2	3	10
4	3	4
1	7	2
2	5	8
2	1	9
2	1	9
2	2	7
4	1	1
2	1	8
4	5	5
2	5	7
2	4	9
3	8	6
2	5	7
2	3	9
4	1	4
2	2	9
2	2	8
4	1	5
2	5	9
2	3	8
4	2	4
2	3	10
3	9	8
2	5	8
2	3	10
2	1	9
2	2	9
4	4	5
2	4	9
2	3	9
2	1	10
3	6	6
2	1	7
2	2	9
1	7	2
2	3	10
2	3	6
2	3	9
2	1	9
2	3	7
2	1	8
2	1	10
2	3	10
2	2	7
1	9	4
2	1	9
2	5	7
2	1	10
2	2	7
3	5	8
3	5	9
4	4	5
4	2	4
4	3	3
2	5	8
2	3	10
2	5	7
2	4	9
