type	width	height
3	6	9
2	2	8
3	10	7
2	4	7
2	2	10
2	4	7
3	8	5
2	3	9
2	5	8
2	1	8
1	8	3
2	5	9
3	5	9
2	1	8
2	4	8
2	4	7
2	1	8
4	2	1
2	3	9
2	3	7
1	9	2
2	3	8
2	2	8
1	7	4
2	4	7
2	5	8
2	3	8
2	5	9
2	1	8
3	6	8
2	3	7
1	7	3
2	3	9
2	3	9
2	5	9
2	2	8
2	1	7
2	2	8
2	3	8
2	3	8
2	3	8
4	2	5
4	1	3
2	3	9
2	1	9
2	3	8
2	4	7
2	5	6
2	4	9
1	7	2
2	4	8
2	4	7
2	4	8
2	2	10
2	5	7
2	1	10
2	5	7
2	5	10
2	2	10
1	9	2
2	3	9
1	6	3
2	2	8
1	9	1
2	2	7
3	9	8
2	1	8
2	1	7
3	5	8
2	2	10
2	1	6
2	3	10
2	2	7
2	3	6
2	3	8
4	3	5
2	4	8
2	2	8
2	1	7
3	9	5
2	3	6
3	7	9
2	2	7
1	7	2
4	4	5
1	8	2
2	5	7
1	9	2
2	3	9
3	7	9
2	5	8
2	2	9
4	1	1
2	5	8
1	8	4
3	8	10
2	4	10
2	4	9
2	5	8
2	4	10
