type	width	height
1	9	3
2	4	10
2	1	9
2	1	9
2	2	9
2	5	10
2	4	7
2	1	7
2	5	10
2	1	10
2	1	10
4	2	2
1	7	2
2	5	7
2	2	10
2	5	8
2	4	7
2	1	8
2	4	8
3	8	5
1	6	3
2	4	7
2	5	8
1	7	1
2	1	8
4	5	1
1	6	1
2	1	8
2	4	7
3	5	6
2	2	10
4	2	2
2	4	7
2	1	7
3	10	5
2	3	7
2	4	9
2	4	9
1	9	4
2	2	10
2	1	9
1	8	4
2	1	8
3	5	9
4	4	1
2	3	10
1	7	2
2	5	10
2	3	7
2	1	8
2	2	10
2	3	6
2	5	8
1	8	4
2	2	10
1	7	3
2	3	7
2	5	10
2	2	8
2	2	9
2	4	9
2	2	9
2	1	10
2	2	8
2	2	10
2	4	9
2	2	7
2	4	7
4	1	3
1	8	4
2	3	6
1	9	3
2	3	7
2	2	6
2	1	10
2	2	10
2	5	7
3	8	8
2	4	9
4	5	2
2	1	7
2	2	8
4	5	3
4	1	2
2	4	10
2	1	9
1	6	3
4	4	3
2	3	10
3	10	5
2	1	8
2	3	9
2	3	8
4	4	4
2	1	10
2	3	8
2	1	8
2	3	7
2	2	9
2	3	7
