type	width	height
2	5	8
3	6	10
2	1	9
2	1	8
4	1	2
2	5	7
2	2	7
2	3	8
2	5	10
3	6	7
2	3	10
4	1	2
2	2	10
2	5	10
2	1	9
1	9	4
4	4	1
2	4	8
2	5	8
2	4	8
2	1	10
2	1	10
2	3	10
2	2	7
2	2	8
2	4	9
2	5	9
4	2	2
2	1	9
2	5	9
4	5	3
2	4	9
2	4	9
1	9	1
2	1	8
1	9	3
2	3	8
1	9	2
1	9	1
4	3	2
2	5	10
1	8	2
2	5	10
2	2	10
2	1	9
2	1	10
2	3	9
2	5	9
2	3	8
2	5	7
4	1	1
2	3	10
2	5	6
2	4	9
4	5	3
2	3	8
2	1	10
4	2	3
2	5	7
2	2	9
2	5	7
2	2	9
2	4	10
2	2	8
1	8	4
1	7	4
2	3	10
2	1	9
2	2	6
2	1	7
2	2	8
2	5	9
3	8	7
2	2	7
1	6	3
4	3	1
2	2	9
2	2	9
1	9	4
3	8	5
