type	width	height
2	5	10
2	5	10
2	3	6
2	4	8
2	4	9
2	4	10
2	1	10
2	1	9
2	2	9
2	4	7
2	3	7
2	2	9
2	1	8
2	4	9
2	2	7
2	2	7
2	1	10
2	3	9
2	1	8
2	2	9
2	4	7
2	2	9
2	1	10
2	2	7
2	5	9
2	4	10
2	3	10
2	4	8
2	4	9
2	3	8
2	4	7
2	2	8
2	3	8
2	5	9
2	4	6
2	1	10
2	1	8
2	5	7
2	1	9
2	5	10
2	5	9
2	5	6
2	4	7
2	1	8
2	2	9
2	5	6
2	1	9
2	2	9
2	2	7
2	1	9
2	2	8
2	4	10
2	2	10
2	5	9
2	1	7
2	5	10
2	4	7
2	4	8
2	2	10
2	3	7
2	5	8
2	4	10
2	3	9
2	3	9
2	5	9
2	3	8
2	3	9
2	1	8
2	4	9
2	3	8
2	4	9
2	4	7
2	1	7
2	4	10
2	3	10
2	5	10
2	5	8
2	4	8
2	1	7
2	1	8
2	5	7
2	2	7
2	4	10
2	4	9
2	5	10
2	5	7
2	4	8
2	2	7
2	2	9
2	3	10
2	2	6
2	2	8
2	2	8
2	3	8
2	1	8
2	5	10
2	5	8
2	2	9
2	1	9
2	4	6
2	1	10
2	5	10
2	2	10
2	3	8
2	5	10
2	5	7
2	4	9
2	4	7
2	1	7
2	5	7
2	3	9
2	4	6
2	1	8
2	1	7
2	4	10
2	5	8
2	3	8
2	1	7
2	5	8
2	2	8
2	2	8
2	3	10
2	4	6
2	4	8
2	2	8
2	2	8
2	4	8
2	3	10
2	5	9
2	3	7
2	5	9
2	5	8
2	5	10
2	1	7
2	4	8
2	1	10
2	1	7
2	3	7
2	4	7
2	3	10
2	5	8
2	2	8
2	1	6
2	4	8
2	3	7
2	4	8
2	1	10
2	2	10
2	4	10
2	2	10
2	2	10
2	5	10
2	4	10
2	4	6
2	1	7
2	2	7
2	3	9
2	5	9
2	1	9
2	4	7
2	3	8
2	5	7
2	1	8
2	1	7
2	5	8
2	2	9
2	5	7
2	2	9
2	4	10
2	2	8
2	2	8
2	5	10
2	2	7
2	1	9
2	1	9
2	1	6
2	5	10
2	2	7
2	4	9
2	3	9
2	5	10
2	5	10
2	4	7
2	5	6
2	4	7
2	4	7
2	3	8
2	4	9
2	5	8
2	3	7
2	3	9
2	3	10
2	3	9
2	2	9
2	4	9
2	2	8
2	3	10
2	4	7
2	4	6
2	4	9
