type	width	height
2	5	10
4	5	1
4	3	5
4	3	1
4	2	1
4	3	4
4	4	1
4	1	2
3	10	7
4	3	1
4	5	4
4	4	4
4	4	3
4	1	1
4	1	2
4	5	2
4	3	1
4	3	3
4	5	1
4	5	2
4	1	3
1	6	4
4	1	4
4	4	5
4	4	1
1	8	2
4	5	2
1	8	2
3	8	9
4	3	2
4	5	4
4	4	2
4	3	3
4	5	5
3	5	9
1	8	3
4	2	5
4	3	5
4	1	1
2	4	7
3	9	8
4	5	2
4	2	5
1	9	4
4	4	2
4	5	3
4	5	5
1	9	3
4	2	2
4	1	1
4	3	1
4	5	3
4	3	1
4	2	5
4	1	5
4	3	4
4	4	3
4	5	4
4	4	4
4	3	4
4	3	1
4	3	1
4	3	3
4	3	4
4	5	1
2	2	8
4	1	3
4	3	2
2	4	7
4	2	4
1	7	4
4	3	2
2	1	9
4	2	2
1	9	1
4	5	3
2	4	9
3	5	10
4	4	2
4	5	1
