type	width	height
4	4	3
3	5	5
4	5	1
4	2	1
4	1	4
2	2	7
4	2	3
4	3	3
2	3	7
4	3	4
4	2	5
4	2	5
4	2	4
2	2	6
4	1	5
4	2	1
4	4	1
4	2	4
4	3	1
3	7	6
4	4	5
1	9	3
2	3	7
4	1	3
4	3	2
3	10	6
4	2	3
4	2	1
3	7	9
4	3	1
4	1	3
4	2	5
4	4	1
2	3	7
4	4	1
4	4	3
4	4	2
4	3	2
2	4	8
4	3	4
3	8	9
4	5	4
1	7	4
4	3	3
4	1	2
4	3	4
3	5	9
2	5	7
4	1	4
1	6	4
4	1	3
1	9	1
4	3	2
4	5	2
4	2	1
4	3	3
4	3	3
4	3	5
2	2	6
4	2	4
3	10	10
4	2	4
1	7	2
4	5	1
3	10	8
4	5	4
4	2	2
4	3	2
4	1	4
4	2	4
4	4	3
4	1	3
2	2	8
4	4	3
4	4	5
1	7	1
1	7	3
1	6	4
4	1	2
4	1	3
4	4	5
4	4	1
4	3	1
4	5	4
4	2	4
4	5	5
1	7	3
4	2	1
1	7	2
4	3	1
1	7	2
4	3	3
2	3	8
3	7	5
4	3	1
4	5	5
4	3	5
4	4	3
2	5	7
4	1	5
