type	width	height
2	2	8
4	4	3
4	3	3
2	1	6
3	7	9
4	2	2
4	2	2
4	4	4
4	3	4
1	6	2
4	3	2
4	3	4
3	5	8
4	3	4
3	6	9
4	5	5
4	3	1
4	1	5
4	2	2
4	5	4
4	3	1
3	5	6
4	1	5
4	5	2
4	3	4
4	4	2
4	1	5
4	2	4
2	4	7
4	3	3
4	2	4
3	10	5
4	2	5
1	7	2
4	3	4
3	5	7
4	3	3
4	3	5
4	3	2
3	9	8
4	4	1
3	9	5
3	6	9
4	5	4
4	1	2
2	1	10
1	7	4
3	10	5
3	8	10
4	4	5
1	8	2
3	7	7
4	5	4
4	4	5
4	2	2
3	6	10
4	1	1
4	4	3
2	3	7
4	5	2
4	3	5
4	2	3
3	7	7
4	4	5
4	4	3
2	1	10
2	4	8
4	3	4
2	5	8
4	1	2
4	2	3
4	4	5
4	2	4
4	4	5
1	8	2
4	2	2
3	8	5
4	4	3
3	5	8
2	2	7
2	1	8
4	3	3
4	2	4
3	9	8
4	3	1
4	2	4
4	3	1
4	4	1
4	4	4
4	5	1
4	5	5
4	5	2
4	4	2
4	5	4
4	4	1
4	3	5
1	9	1
4	5	2
4	5	4
4	1	2
