type	width	height
2	3	9
4	4	5
4	3	4
4	2	1
1	8	2
1	7	3
4	2	4
4	1	1
2	2	10
4	5	2
4	5	5
4	3	3
4	3	5
4	4	2
4	2	5
4	1	2
4	1	5
4	4	5
4	3	1
4	3	5
4	3	3
2	3	9
4	4	4
4	1	1
3	6	10
4	1	3
2	5	8
4	2	2
4	3	1
1	8	4
4	2	4
3	7	5
4	1	1
4	4	4
4	5	5
4	2	2
4	4	4
3	10	7
3	5	10
1	9	1
2	5	7
4	2	5
4	3	5
4	3	4
4	2	2
3	7	5
4	1	1
4	4	5
2	1	10
3	10	5
2	2	9
4	1	2
4	4	3
4	2	5
4	1	2
4	5	5
4	5	2
3	9	9
4	1	3
4	5	3
4	1	2
1	8	2
4	4	5
3	7	6
4	2	4
4	3	5
4	2	4
4	1	1
4	1	3
4	3	1
4	4	3
4	2	2
4	1	2
4	3	1
4	5	4
4	4	1
4	5	4
4	1	1
2	5	10
4	4	2
3	7	10
4	3	1
2	4	7
4	5	2
4	4	3
4	1	3
4	1	5
4	1	3
4	3	1
4	4	2
4	1	1
4	4	4
4	4	1
4	5	3
4	3	5
4	5	5
4	3	5
4	5	5
3	10	9
4	3	5
