type	width	height
4	4	5
4	4	1
4	4	3
1	6	1
4	2	1
4	2	5
1	6	3
4	3	5
4	2	2
3	6	5
2	2	8
4	3	4
4	5	4
4	1	2
3	7	9
4	1	5
3	6	6
1	9	2
4	4	3
2	4	6
3	5	9
4	2	1
4	2	1
4	3	2
4	3	4
4	5	2
4	4	4
4	1	2
2	2	6
4	2	3
1	9	2
4	1	4
4	2	5
3	9	10
2	5	8
1	7	2
4	2	4
2	4	9
4	1	1
1	6	2
4	1	2
4	5	4
4	1	2
4	3	1
2	3	10
4	4	5
4	2	4
4	5	2
4	4	1
4	2	3
4	2	1
4	3	3
4	3	3
2	4	7
3	8	8
4	1	1
4	4	1
4	2	5
1	8	4
4	4	2
3	9	9
4	4	3
4	5	5
4	1	2
1	7	3
4	5	4
4	4	5
4	1	3
2	3	8
4	2	5
4	3	2
1	6	1
4	4	3
3	6	6
2	2	10
4	2	3
4	4	3
4	2	2
2	1	8
4	1	2
4	4	3
4	3	3
4	1	4
2	4	9
4	5	4
4	1	3
3	7	7
1	8	3
4	2	4
3	7	10
4	4	4
4	5	1
4	1	4
1	6	3
4	5	2
4	5	2
2	2	6
4	1	4
3	9	10
2	3	9
