type	width	height
4	2	5
4	1	3
4	3	2
4	5	5
3	7	8
4	4	1
1	8	3
2	4	9
4	4	4
4	5	3
4	2	4
4	1	2
4	2	3
4	2	2
4	4	4
1	9	1
4	1	1
3	6	9
3	6	6
3	6	9
1	6	2
4	5	2
4	5	4
4	4	3
4	1	1
4	2	4
4	4	3
4	2	3
4	4	3
4	1	4
4	3	5
4	5	4
4	5	3
4	3	4
4	3	3
4	2	1
4	5	3
4	2	4
4	2	1
4	5	1
4	1	4
4	4	5
4	3	2
4	5	5
1	7	1
4	2	5
4	4	3
2	5	7
4	2	5
4	5	1
4	4	3
4	3	3
4	5	1
4	4	2
4	5	2
3	8	5
4	3	3
1	6	4
4	3	5
4	3	3
2	3	10
4	4	2
4	4	5
4	1	5
4	4	4
4	4	4
1	7	2
4	5	1
4	5	4
4	1	5
4	5	2
4	2	3
4	5	4
4	3	4
4	4	3
4	1	3
4	5	2
4	1	1
4	2	1
4	2	1
4	3	5
4	3	3
2	1	10
3	7	6
4	2	5
4	4	2
1	8	2
2	2	6
4	5	2
4	5	2
1	8	2
4	2	2
1	9	2
2	2	10
4	3	2
1	7	3
4	5	1
4	4	1
4	3	1
2	3	8
4	1	4
4	2	3
3	6	5
4	4	5
4	2	3
4	1	3
4	2	5
4	3	1
4	4	2
3	6	8
4	1	2
4	1	3
2	4	10
2	4	9
4	4	5
4	5	1
4	1	3
4	2	5
4	3	4
4	5	3
4	4	3
3	8	5
4	4	2
2	3	10
3	9	10
4	1	5
4	5	4
4	5	3
4	5	4
4	2	5
4	1	2
1	8	3
4	5	1
4	2	3
4	4	1
3	6	5
3	8	5
4	2	4
1	9	1
4	1	2
3	5	10
4	2	3
4	2	1
4	5	1
2	2	7
4	3	4
4	1	1
2	4	8
3	6	5
4	4	5
4	2	1
4	5	5
4	5	5
4	4	2
4	3	3
2	1	8
4	4	2
4	5	1
4	5	4
4	1	1
2	3	7
4	4	2
4	2	2
4	2	2
3	8	10
4	2	5
4	1	3
2	5	8
4	4	2
4	2	2
2	3	9
4	2	5
4	4	2
4	5	4
4	3	1
4	1	5
1	8	4
4	4	4
4	3	5
3	7	5
4	2	4
2	4	9
1	8	3
4	3	2
4	2	2
4	1	1
4	5	4
4	4	4
4	2	1
2	3	7
4	2	2
4	1	1
4	3	4
3	9	8
4	2	5
4	4	1
4	5	5
4	1	3
1	7	2
4	2	3
