type	width	height
4	3	4
4	3	1
1	6	3
4	2	5
1	9	3
1	7	2
4	5	2
4	1	5
4	1	3
4	1	5
4	4	3
4	1	2
4	3	1
4	3	5
4	2	2
3	5	9
4	4	4
4	3	3
4	4	5
4	1	2
1	8	4
4	5	3
4	3	1
4	2	5
4	2	2
4	5	4
4	3	3
1	7	3
4	4	4
4	5	1
4	5	3
4	1	5
3	5	10
4	4	2
1	6	3
4	3	4
4	5	3
4	2	2
4	5	4
3	7	10
4	1	5
1	8	3
4	1	3
1	9	2
4	3	3
4	3	3
2	5	7
4	3	3
4	4	5
4	5	4
4	2	4
1	7	3
3	5	5
4	1	5
4	4	4
4	2	3
4	5	5
4	3	3
4	3	4
4	3	5
4	5	3
4	4	4
4	3	2
1	9	3
2	5	7
4	4	4
1	7	1
4	2	4
4	5	4
4	5	4
1	8	3
4	5	2
4	1	4
1	7	3
4	3	5
4	1	1
4	3	4
4	3	2
4	2	1
4	3	3
