type	width	height
1	7	3
3	6	5
4	4	5
2	4	8
2	3	9
4	3	5
3	5	9
3	10	7
4	3	1
4	4	3
4	5	4
4	3	2
4	5	5
4	5	2
4	3	1
4	1	4
4	4	3
2	4	7
4	3	4
3	5	6
4	5	4
4	5	1
1	7	1
4	4	1
4	3	4
4	3	5
4	5	5
4	5	4
4	4	3
4	4	4
4	4	1
4	3	1
4	3	1
2	4	10
4	5	4
4	2	1
4	1	5
4	2	2
3	9	8
3	6	7
4	3	3
4	2	2
4	5	4
2	4	9
4	1	2
3	9	10
4	5	4
1	7	1
4	5	1
4	4	5
4	1	3
4	4	4
4	3	4
3	10	8
4	3	4
4	2	1
4	4	1
4	3	3
4	2	4
1	9	2
2	5	7
4	5	2
4	1	2
1	7	3
4	3	1
4	3	1
4	1	2
4	3	2
4	5	4
4	4	4
4	2	2
4	3	4
4	4	5
4	2	2
4	2	4
4	3	1
1	6	2
4	5	2
4	2	1
4	2	4
2	4	6
1	7	1
4	3	3
4	2	2
4	2	2
4	1	2
1	9	4
2	2	6
4	1	4
4	2	3
4	1	5
4	1	4
4	5	3
4	2	2
4	2	4
4	1	5
1	7	3
4	2	2
4	4	1
4	3	4
4	4	1
4	1	5
4	5	1
3	5	10
4	4	3
4	1	1
1	7	2
4	3	4
4	2	1
2	1	9
4	5	4
1	8	4
4	3	5
3	9	9
2	1	6
1	9	2
3	9	8
3	10	5
4	3	1
4	4	5
4	5	4
4	5	3
1	9	1
2	3	9
4	4	3
4	3	1
2	3	9
4	5	4
4	4	3
4	2	4
4	2	4
4	3	3
4	3	4
4	1	5
4	2	5
4	1	5
1	9	4
4	5	4
4	2	3
4	3	2
4	3	2
1	9	1
3	8	8
4	4	1
4	3	5
1	9	3
1	7	3
4	2	4
4	1	1
2	4	10
4	2	2
3	5	5
2	4	7
2	4	10
4	3	5
4	1	1
3	5	8
4	2	4
4	5	4
4	5	4
4	5	3
4	2	3
4	3	2
3	8	6
4	3	1
2	3	10
2	3	10
4	4	4
1	8	3
4	2	3
4	4	2
4	4	3
4	4	5
4	4	1
2	3	8
4	2	4
1	9	4
4	2	1
1	6	3
4	5	3
4	5	2
3	5	7
1	6	2
4	5	5
2	2	8
4	5	3
4	1	4
3	7	9
4	4	1
1	8	1
4	5	5
4	1	1
4	5	3
4	3	2
4	4	4
4	1	2
3	10	8
4	2	4
4	3	5
4	1	2
