type	width	height
4	4	1
4	1	5
4	3	4
4	1	4
4	4	1
4	4	4
1	8	4
4	4	3
3	8	10
4	2	5
4	5	2
4	1	2
1	8	4
4	5	4
2	2	6
4	4	2
4	1	3
4	4	3
3	6	9
4	4	1
4	2	3
4	5	4
4	5	5
4	2	5
4	5	3
4	4	5
2	2	9
3	9	7
4	2	5
2	3	7
4	2	4
4	4	5
4	2	3
3	5	10
4	3	1
4	2	4
4	2	5
3	9	8
4	1	4
3	9	10
4	1	3
4	4	1
4	4	1
4	4	4
4	4	3
4	5	2
4	2	4
4	4	5
4	5	4
2	1	6
4	1	4
4	1	1
2	1	7
3	5	5
1	8	3
4	2	1
4	4	4
2	5	8
4	3	5
4	4	3
3	10	7
4	3	5
2	1	6
4	4	1
4	5	3
4	2	2
3	10	8
4	5	3
4	4	4
4	4	2
4	5	2
4	3	2
4	5	1
3	5	10
2	5	6
4	2	1
1	6	3
4	1	4
4	2	1
4	5	3
