type	width	height
5	1	5
5	3	9
5	6	3
5	10	2
5	7	10
5	6	2
5	3	5
5	7	6
5	10	7
5	2	4
5	8	1
5	10	9
5	10	5
5	5	3
5	6	4
5	2	10
5	1	2
5	5	7
5	4	2
5	4	3
5	5	10
5	6	7
5	8	5
5	10	1
5	9	6
5	8	5
5	5	8
5	7	3
5	4	1
5	10	10
5	4	2
5	9	3
5	1	6
5	7	2
5	10	2
5	8	7
5	7	1
5	6	8
5	9	10
5	5	9
5	6	7
5	1	5
5	1	5
5	10	9
5	5	2
5	1	7
5	10	9
5	3	4
5	6	5
5	5	3
5	8	3
5	9	8
5	5	4
5	9	5
5	3	9
5	2	1
5	8	8
5	6	10
5	1	1
5	1	9
5	3	2
5	6	2
5	7	6
5	8	9
5	6	2
5	9	3
5	6	3
5	1	8
5	5	4
5	8	5
5	2	2
5	3	8
5	9	2
5	3	2
5	8	1
5	2	6
5	1	7
5	1	4
5	10	2
5	1	5
5	4	9
5	6	10
5	5	4
5	5	3
5	5	2
5	2	7
5	4	6
5	9	3
5	3	7
5	3	5
5	2	2
5	7	10
5	5	8
5	7	6
5	5	2
5	4	5
5	1	1
5	10	7
5	1	5
5	6	2
