type	width	height
5	1	3
5	5	5
5	5	5
5	8	10
5	2	7
5	7	10
5	5	8
5	4	7
5	10	9
5	2	1
5	4	9
5	8	5
5	4	2
5	4	1
5	4	9
5	9	4
5	4	2
5	10	10
5	4	6
5	5	2
5	9	3
5	3	5
5	2	4
5	5	10
5	9	1
5	1	7
5	7	3
5	4	6
5	10	4
5	10	4
5	3	5
5	6	3
5	2	1
5	9	8
5	6	3
5	9	2
5	2	6
5	3	7
5	3	6
5	3	2
5	6	3
5	10	5
5	5	2
5	5	1
5	7	5
5	4	1
5	8	8
5	8	8
5	4	8
5	1	9
5	2	4
5	4	6
5	6	2
5	1	6
5	4	6
5	4	9
5	2	3
5	7	10
5	1	5
5	2	1
5	5	1
5	9	5
5	5	5
5	10	4
5	5	9
5	5	6
5	7	4
5	6	10
5	10	1
5	5	4
5	6	7
5	6	1
5	10	4
5	5	3
5	1	1
5	1	2
5	2	8
5	6	10
5	5	2
5	2	10
5	10	9
5	10	7
5	8	10
5	2	9
5	2	9
5	9	10
5	9	5
5	8	5
5	1	2
5	1	6
5	1	9
5	3	2
5	3	7
5	10	1
5	6	8
5	6	8
5	7	1
5	5	2
5	8	8
5	10	4
