type	width	height
3	5	10
3	7	10
3	5	6
3	9	10
3	9	6
3	8	10
3	8	7
3	7	9
3	7	5
3	6	10
3	5	10
3	5	10
3	10	10
3	6	10
3	10	6
3	9	8
3	6	7
3	9	9
3	9	10
3	6	6
3	9	6
3	5	7
3	5	9
3	8	10
3	8	7
3	10	5
3	8	8
3	6	10
3	6	6
3	8	6
3	5	5
3	5	7
3	9	10
3	10	8
3	6	6
3	5	5
3	10	10
3	9	9
3	6	8
3	8	9
3	6	6
3	10	8
3	6	9
3	10	6
3	5	5
3	9	8
3	7	5
3	9	6
3	9	6
3	8	6
3	7	9
3	10	5
3	10	7
3	9	6
3	9	8
3	7	7
3	9	8
3	10	9
3	10	9
3	7	9
3	9	10
3	5	6
3	5	8
3	6	8
3	6	10
3	6	9
3	8	9
3	7	9
3	6	5
3	7	8
3	8	6
3	5	10
3	7	10
3	8	5
3	6	10
3	5	10
3	5	5
3	7	7
3	7	8
3	6	5
3	10	5
3	8	5
3	7	5
3	7	5
3	10	8
3	8	10
3	5	5
3	7	5
3	6	6
3	5	10
3	7	10
3	10	6
3	6	9
3	9	6
3	6	10
3	7	6
3	10	7
3	5	7
3	10	9
3	10	5
3	7	6
3	10	5
3	8	5
3	6	7
3	8	7
3	9	10
3	8	9
3	9	5
3	5	6
3	8	8
3	9	8
3	5	6
3	6	6
3	5	10
3	10	8
3	5	9
3	9	9
3	10	6
3	8	9
3	7	9
3	9	7
3	10	8
3	7	8
3	9	5
3	5	8
3	6	7
3	6	10
3	7	5
3	7	6
3	7	9
3	5	10
3	8	10
3	7	8
3	7	10
3	9	10
3	6	7
3	10	9
3	8	8
3	6	5
3	8	10
3	7	7
3	6	7
3	8	8
3	8	8
3	10	10
3	6	9
3	8	5
3	6	8
3	10	5
3	6	6
3	8	8
3	7	7
3	8	8
3	6	9
3	5	8
3	7	10
3	6	6
3	8	8
3	10	10
3	10	6
3	10	8
3	5	7
3	6	6
3	7	7
3	7	9
3	8	9
3	5	5
3	7	9
3	10	7
3	6	9
3	10	9
3	6	8
3	5	6
3	8	10
3	8	9
3	6	5
3	9	8
3	5	5
3	8	5
3	8	5
3	7	6
3	6	5
3	10	9
3	6	5
3	7	10
3	8	10
3	10	5
3	7	8
3	10	10
3	5	7
3	7	9
3	7	10
3	7	10
3	9	10
3	9	8
3	7	8
3	9	10
3	7	7
3	8	7
3	8	5
