type	width	height
1	7	4
1	7	2
2	4	9
1	8	1
1	6	1
1	9	4
1	8	1
2	3	9
1	8	3
1	9	3
1	8	4
1	8	4
1	8	2
1	7	2
1	8	3
1	6	4
1	6	1
1	9	3
2	5	7
1	6	2
3	10	9
1	8	4
1	7	2
1	8	4
1	9	4
1	9	2
1	7	1
1	9	1
1	9	2
1	7	3
1	7	3
1	9	3
1	8	2
1	8	3
1	7	4
3	10	7
1	8	4
1	9	2
1	7	4
1	8	4
4	5	2
4	3	2
1	7	2
4	3	3
1	8	4
1	8	1
1	9	1
1	9	1
1	7	1
1	8	4
1	9	3
1	7	1
2	5	9
1	8	1
3	8	7
1	8	4
1	9	2
1	7	4
4	2	1
2	3	7
1	7	2
1	6	3
1	8	3
1	9	1
1	8	3
3	7	5
1	7	2
1	8	1
2	4	8
1	8	1
1	7	4
1	9	3
1	6	4
1	9	4
1	9	4
1	8	2
3	5	5
1	6	2
1	8	4
1	8	2
1	6	3
1	7	4
3	6	7
1	7	4
1	8	3
2	5	9
1	7	1
3	8	9
4	1	5
1	7	3
1	9	1
1	9	4
2	3	6
4	5	2
2	2	9
4	5	4
1	7	3
1	9	1
3	10	6
1	8	1
1	9	1
3	9	7
1	9	2
1	8	2
1	8	3
1	6	2
1	7	2
1	7	3
4	2	1
1	6	2
4	4	2
1	7	3
1	8	2
1	7	3
1	9	1
1	8	2
1	8	4
3	10	7
1	9	2
4	2	5
1	8	2
1	8	2
1	8	3
1	7	3
4	4	2
1	8	4
4	1	1
1	7	2
1	6	4
1	7	1
1	7	2
1	7	4
4	3	1
1	9	1
1	7	4
1	9	1
1	6	1
3	8	9
1	7	4
1	8	2
1	7	4
3	9	9
3	10	7
4	4	5
2	2	7
1	8	1
3	6	7
1	8	4
4	4	5
1	7	3
