type	width	height
1	7	4
1	9	4
1	9	3
1	7	4
3	7	6
4	4	5
1	9	3
1	9	1
1	8	2
3	7	10
1	8	2
3	8	6
2	4	7
4	2	1
1	9	4
1	6	4
4	3	5
1	7	2
1	7	3
1	7	4
1	9	2
2	3	9
1	8	1
1	9	2
1	8	4
4	2	1
1	8	2
1	9	2
1	6	2
1	9	1
1	6	3
1	8	4
1	6	1
2	3	9
1	9	3
1	8	2
1	8	2
2	5	8
1	7	1
1	9	1
2	4	8
1	9	3
1	8	1
2	4	8
1	9	3
2	3	7
1	7	4
1	8	3
1	7	2
1	9	2
1	7	1
1	9	4
4	3	1
4	2	3
3	8	8
2	5	9
1	7	1
1	8	1
3	7	9
1	7	3
1	7	3
1	7	3
1	7	3
1	9	2
1	7	1
1	8	3
1	7	4
3	6	6
4	5	3
3	10	9
1	9	4
1	9	2
1	9	2
1	9	1
1	9	3
2	2	10
3	6	8
1	6	1
1	9	4
1	8	3
1	7	2
3	7	7
1	8	3
1	8	4
1	9	3
1	8	3
1	8	3
1	7	4
1	7	4
1	9	4
3	7	8
1	8	1
4	4	4
1	8	1
2	4	7
4	4	5
1	7	4
2	4	8
1	9	4
1	9	1
