type	width	height
4	5	3
1	8	3
1	9	2
3	5	8
1	9	4
4	2	2
4	3	1
1	9	1
1	7	1
4	3	2
1	6	2
1	6	4
3	9	9
1	6	4
1	8	4
1	6	4
1	7	3
1	8	1
1	7	1
2	4	9
2	4	10
1	8	3
4	2	2
1	9	3
1	9	3
2	5	7
1	7	1
1	9	2
2	5	8
3	9	6
1	8	4
2	2	7
1	9	4
4	4	4
1	8	1
1	7	2
2	1	10
2	3	7
1	7	4
1	8	1
1	8	3
3	5	5
1	8	2
1	9	3
1	7	3
1	7	2
1	9	2
1	7	2
1	9	3
1	6	4
1	9	3
1	7	1
1	8	2
1	9	1
1	8	1
1	9	4
1	9	1
1	7	2
2	1	8
1	7	2
1	8	2
1	7	3
3	6	5
1	9	2
1	7	3
1	8	4
1	6	3
1	8	2
4	1	5
1	8	4
1	9	2
4	3	4
4	1	3
4	5	1
1	9	3
1	7	2
1	8	3
1	7	1
4	4	4
1	9	2
1	8	4
3	5	7
1	6	3
1	9	4
4	4	3
1	7	2
1	9	2
1	6	3
1	8	1
1	8	2
1	7	4
1	8	3
1	7	3
1	7	1
1	7	4
1	7	3
1	9	1
1	9	2
1	8	3
2	2	10
