type	width	height
4	2	3
1	8	3
1	8	3
3	8	8
1	7	3
1	8	1
1	6	4
1	8	1
1	7	3
1	9	2
1	8	1
1	8	1
4	2	4
1	6	4
4	4	5
3	9	5
1	7	4
1	7	1
3	5	6
1	6	2
4	3	2
1	9	3
1	7	1
1	7	3
1	7	4
2	4	9
1	7	4
1	9	2
1	7	4
3	9	7
1	7	3
3	9	7
2	2	7
1	8	2
1	8	4
3	10	5
1	9	2
4	2	2
1	9	2
4	2	1
1	9	3
4	2	4
1	6	2
1	8	4
1	8	3
1	9	2
1	9	2
1	8	4
1	9	1
2	3	8
2	4	7
3	7	8
3	6	9
1	7	3
1	7	2
1	9	4
1	9	1
3	5	8
1	9	1
1	9	4
1	9	4
1	8	3
2	4	7
1	6	3
2	4	8
1	6	1
1	9	3
2	5	9
1	9	4
1	9	1
3	8	5
1	7	2
2	2	8
1	9	3
1	7	4
1	9	1
1	8	1
1	6	2
1	6	4
1	7	2
