type	width	height
3	8	6
3	7	6
3	5	6
3	5	10
3	7	6
3	8	9
3	6	8
3	7	5
3	10	6
1	7	3
3	8	8
3	6	10
3	8	6
2	2	8
3	8	9
1	8	1
1	9	2
2	4	10
3	7	6
3	9	9
3	6	7
3	8	9
4	2	1
1	9	2
1	9	1
3	10	8
3	6	7
3	6	6
3	5	7
3	5	10
3	10	9
3	7	9
3	10	5
3	10	10
3	7	8
3	7	10
3	10	7
3	5	8
1	7	2
3	9	9
2	2	10
2	1	8
4	3	1
3	7	6
3	7	9
3	9	7
1	7	4
3	5	6
4	4	5
3	10	6
3	8	5
2	1	9
3	7	6
3	10	10
3	5	7
3	7	8
3	5	5
3	10	7
3	10	10
3	5	8
3	7	6
3	7	8
3	10	10
3	10	10
3	5	7
3	7	10
2	2	9
3	5	10
3	10	5
3	5	10
3	5	8
3	7	9
3	7	10
3	8	6
3	5	8
3	6	9
3	10	9
3	8	5
3	7	10
3	9	6
