type	width	height
2	2	9
3	9	10
3	9	7
2	1	9
3	9	6
3	6	7
3	5	5
3	5	5
2	4	10
3	6	5
3	10	10
4	2	3
2	2	8
4	4	4
3	7	9
3	6	9
3	8	6
4	5	1
3	5	8
2	5	8
3	5	5
3	10	7
3	7	5
3	5	7
3	5	9
3	8	8
4	4	4
3	9	10
2	3	7
3	5	7
2	3	10
3	10	7
1	8	3
3	10	9
3	8	9
3	6	5
3	9	6
2	3	10
4	2	3
3	7	7
3	10	7
3	9	10
1	6	4
3	6	7
3	6	10
3	5	8
3	9	7
3	9	6
4	5	1
2	1	9
3	7	9
4	2	5
3	6	9
4	5	5
3	10	9
3	6	9
3	10	8
3	7	7
3	8	8
3	6	10
2	3	7
4	1	3
2	1	10
3	9	5
3	5	5
3	10	10
3	7	9
3	9	10
1	9	4
3	7	6
4	5	2
2	2	10
1	8	3
2	5	7
1	9	3
4	2	3
3	10	10
3	9	9
3	9	8
3	6	6
3	8	9
4	1	3
3	8	7
3	6	5
3	10	10
3	10	10
3	6	9
3	9	7
3	5	10
2	1	7
3	8	9
3	7	8
3	6	5
1	9	3
3	7	5
3	5	10
2	5	8
2	2	9
1	8	1
2	5	9
