type	width	height
1	7	3
1	9	2
4	2	4
3	9	10
3	9	10
2	3	8
3	6	9
3	5	9
3	8	8
3	5	6
3	7	7
1	7	2
3	9	8
3	6	7
3	5	7
2	3	10
3	10	6
2	4	7
1	9	1
3	8	7
3	9	8
2	5	10
3	8	6
3	7	9
3	10	5
3	6	9
3	10	5
3	10	6
1	8	4
3	9	10
3	8	6
2	1	10
3	10	7
3	6	10
3	6	8
1	7	4
3	7	9
3	8	8
3	6	8
3	9	5
3	6	7
3	8	8
3	9	5
3	6	8
4	3	1
3	5	8
1	7	1
1	8	1
3	6	5
4	5	1
4	4	4
3	9	9
3	8	9
3	9	9
3	5	9
3	9	5
3	9	9
4	5	5
2	2	10
3	7	9
1	9	4
2	1	10
3	9	5
1	9	1
3	6	6
3	7	5
4	5	2
3	6	7
3	5	7
3	6	7
3	8	7
3	6	9
3	6	8
3	5	10
3	8	5
2	3	10
4	1	1
3	9	6
4	2	1
3	5	5
3	6	8
3	8	9
3	7	8
3	8	10
3	5	9
1	7	3
3	9	10
2	4	7
3	9	5
4	4	5
3	6	8
3	8	5
1	6	2
3	10	6
3	7	8
3	5	10
3	9	9
4	4	2
1	7	2
3	7	8
2	3	8
1	9	4
2	3	10
3	9	6
3	5	9
3	8	5
3	9	10
3	6	10
3	8	10
3	6	8
1	9	4
2	1	8
4	2	4
4	5	1
3	10	5
3	7	8
3	10	6
4	4	5
3	7	8
3	6	6
3	7	9
1	7	1
1	8	1
4	5	4
1	7	3
3	9	7
3	7	5
3	6	5
3	6	5
3	7	7
2	4	6
2	1	7
4	2	2
3	7	5
4	5	5
3	10	9
3	9	7
2	2	10
4	4	5
4	3	1
1	9	4
1	8	3
2	2	10
3	9	6
3	8	6
3	6	5
3	7	5
3	10	6
1	8	2
3	5	7
